organ,drug,dose_mg,duration_h,oxygen,ph,viability,lactate,toxic_metabolites,heartbeat,contractility,filtration,glucose,label
heart,Drug A,17.3,4.54,92.4,7.327,97.51,1.09,2.44,64.47,88.17,106.12,99.51,Normal
liver,Drug C,9.49,8.2,96.59,7.347,94.52,1.4,3.68,70.89,80.3,104.6,94.78,Normal
liver,Drug B,49.41,16.23,78.61,7.193,80.9,3.64,11.59,95.62,68.76,86.45,85.76,Mild Toxicity
lungs,Drug B,44.55,10.42,87.28,7.252,83.82,2.58,7.67,79.9,83.14,93.24,89.13,Normal
liver,Drug C,32.28,2.2,94.52,7.361,94.48,1.65,3.83,70.96,84.77,97.14,85.88,Normal
heart,Drug C,50.25,4.45,87.73,7.358,85.49,3.06,9.36,85.34,83.55,97.42,78.81,Mild Toxicity
heart,Drug B,59.11,1.57,95.61,7.366,98.05,1.33,2.69,68.91,90.85,101.64,86.63,Normal
heart,Drug B,51.8,22.39,77.27,7.068,71.9,4.61,15.94,88.49,64.86,68.71,75.22,Mild Toxicity
kidney,Drug C,55.95,27.18,36.85,6.638,6.27,12.0,48.21,32.63,10.45,9.66,31.79,Severe Toxicity
heart,Drug C,34.94,26.19,59.04,6.905,44.17,7.66,29.66,44.17,49.75,41.13,58.84,Severe Toxicity
liver,Drug B,54.75,20.43,82.08,7.157,68.29,4.26,15.59,94.42,67.32,79.32,70.33,Mild Toxicity
kidney,Drug A,25.06,4.14,98.91,7.436,100.0,1.01,1.43,76.71,92.8,112.63,104.29,Normal
kidney,Drug B,43.05,27.0,79.41,7.09,70.36,4.82,15.95,101.64,66.5,76.12,78.19,Mild Toxicity
kidney,Drug A,2.37,22.12,99.71,7.394,98.57,1.36,1.17,74.57,100.0,103.84,96.13,Normal
kidney,Drug C,26.39,11.38,85.5,7.26,77.23,3.27,10.53,82.34,75.01,72.92,77.25,Mild Toxicity
heart,Drug A,47.69,26.04,93.73,7.378,97.86,1.17,1.56,70.5,92.18,102.18,99.0,Normal
heart,Drug B,14.97,7.42,94.39,7.325,95.12,1.12,2.96,75.9,82.69,106.99,83.23,Normal
lungs,Drug A,12.96,24.37,97.03,7.445,96.11,0.99,1.15,70.12,96.58,95.42,96.27,Normal
lungs,Drug B,56.77,24.27,73.37,7.055,65.38,5.2,19.11,94.19,57.1,67.45,73.43,Mild Toxicity
lungs,Drug A,40.74,17.51,98.36,7.447,97.01,0.98,1.0,70.67,89.22,116.87,99.83,Normal
heart,Drug A,33.14,21.85,99.78,7.363,99.3,1.3,1.4,73.82,93.63,112.7,88.47,Normal
heart,Drug A,42.09,12.26,95.65,7.366,95.42,1.33,1.21,68.94,86.84,104.86,104.3,Normal
liver,Drug A,17.07,8.86,99.45,7.37,98.55,1.26,1.85,68.16,93.0,106.81,99.67,Normal
heart,Drug A,35.68,34.45,96.56,7.412,99.12,1.01,2.3,73.13,87.02,108.17,98.43,Normal
liver,Drug A,5.45,6.21,98.3,7.436,98.98,1.12,2.11,66.65,86.76,104.45,95.1,Normal
heart,Drug C,32.38,7.8,86.63,7.242,80.67,2.68,9.18,81.09,77.99,87.46,85.28,Mild Toxicity
kidney,Drug A,19.51,16.55,95.3,7.378,96.76,1.52,1.41,84.15,90.7,117.54,103.0,Normal
heart,Drug A,10.1,24.91,96.45,7.391,100.0,0.91,1.21,77.99,86.6,104.03,100.34,Normal
lungs,Drug B,47.47,3.31,94.13,7.364,90.77,1.7,3.14,77.04,88.04,111.6,88.33,Normal
liver,Drug A,21.94,35.52,96.4,7.432,100.0,0.81,1.71,67.44,93.14,106.69,92.35,Normal
kidney,Drug B,36.79,27.33,79.67,7.171,72.49,3.88,14.15,82.25,68.92,81.39,84.0,Mild Toxicity
heart,Drug A,41.25,28.37,95.04,7.402,98.15,1.05,1.74,66.0,91.89,109.96,81.19,Normal
lungs,Drug B,13.23,6.23,93.69,7.389,96.56,1.06,2.24,66.79,93.49,118.18,96.81,Normal
liver,Drug B,40.03,22.61,81.28,7.162,77.76,3.96,12.44,85.95,67.8,81.97,82.72,Mild Toxicity
heart,Drug A,14.92,31.03,95.94,7.383,96.53,0.91,1.64,75.58,87.93,114.26,99.09,Normal
heart,Drug B,27.98,11.03,90.82,7.312,93.6,1.94,5.22,79.7,82.67,107.34,92.19,Normal
heart,Drug C,23.82,25.47,74.24,7.106,65.32,5.73,20.07,90.58,55.01,61.68,76.27,Mild Toxicity
liver,Drug A,36.72,20.05,95.28,7.442,100.0,1.08,1.39,61.7,92.54,101.19,105.71,Normal
lungs,Drug B,32.81,30.17,80.15,7.083,73.03,4.07,13.21,87.61,67.34,69.32,76.89,Mild Toxicity
lungs,Drug A,42.43,15.39,94.75,7.44,98.08,1.27,1.66,80.0,97.2,105.46,94.38,Normal
heart,Drug A,23.07,29.53,97.88,7.409,100.0,0.93,1.73,72.26,86.75,98.33,98.45,Normal
lungs,Drug A,54.15,9.09,98.48,7.424,97.16,0.73,1.96,73.82,93.11,95.12,99.22,Normal
heart,Drug C,29.78,5.8,92.01,7.291,90.78,2.92,6.66,77.58,86.05,90.34,83.55,Normal
heart,Drug B,58.75,12.51,82.14,7.275,80.57,3.16,10.75,86.13,74.72,69.74,74.9,Mild Toxicity
lungs,Drug B,38.14,25.93,78.47,7.143,75.81,4.17,13.29,91.66,67.15,65.5,73.92,Mild Toxicity
kidney,Drug B,34.86,23.72,86.67,7.2,78.38,3.35,11.87,85.66,73.99,88.87,72.64,Mild Toxicity
liver,Drug B,45.68,11.13,87.03,7.302,84.31,2.79,7.78,83.03,81.16,100.5,76.71,Normal
heart,Drug C,58.84,11.91,71.93,7.044,56.02,6.64,23.51,99.66,50.65,57.27,74.36,Severe Toxicity
lungs,Drug C,2.34,32.95,94.42,7.325,92.81,2.11,3.76,72.95,86.41,92.45,92.24,Normal
heart,Drug C,5.14,29.46,91.19,7.374,91.52,2.44,6.62,65.26,81.15,104.41,93.3,Normal
heart,Drug C,52.94,22.97,48.21,6.728,29.44,10.0,38.7,48.13,26.71,27.71,50.44,Severe Toxicity
kidney,Drug A,19.6,5.59,95.74,7.406,99.31,0.88,1.73,69.76,97.15,111.13,99.5,Normal
heart,Drug C,9.23,16.25,91.83,7.336,92.63,1.93,6.22,70.65,81.91,93.85,99.55,Normal
liver,Drug B,4.13,31.11,95.1,7.34,91.51,1.53,2.97,69.51,86.88,102.28,92.14,Normal
lungs,Drug A,35.01,32.28,93.9,7.42,100.0,1.19,2.23,63.82,87.97,111.14,105.85,Normal
kidney,Drug C,42.38,18.54,69.32,7.008,52.2,6.8,25.09,97.82,48.34,60.5,71.65,Severe Toxicity
liver,Drug A,50.47,8.95,98.8,7.417,94.36,1.22,2.15,62.86,90.4,103.32,108.85,Normal
kidney,Drug C,27.16,7.83,89.33,7.259,84.45,2.98,7.91,73.84,74.82,83.33,83.97,Normal
liver,Drug B,4.0,26.0,96.11,7.34,97.97,1.46,2.64,72.39,85.78,108.72,102.19,Normal
heart,Drug C,2.39,17.41,89.3,7.417,94.89,1.62,3.16,68.16,95.96,113.67,89.09,Normal
liver,Drug A,36.79,5.72,97.42,7.448,98.31,1.53,1.95,66.96,92.93,115.72,87.24,Normal
kidney,Drug C,55.69,8.54,80.84,7.19,70.06,5.05,16.24,91.96,67.49,75.54,75.22,Mild Toxicity
kidney,Drug C,21.2,28.34,73.35,7.128,61.78,6.05,19.92,97.28,63.53,71.23,57.9,Mild Toxicity
liver,Drug A,35.3,32.8,97.48,7.362,98.35,1.02,1.69,65.21,94.86,108.82,100.42,Normal
heart,Drug C,14.72,26.44,80.6,7.262,78.66,4.18,13.19,88.31,71.45,73.28,79.56,Mild Toxicity
heart,Drug C,18.24,24.41,77.92,7.169,69.12,4.09,15.21,93.56,74.95,81.05,76.55,Mild Toxicity
kidney,Drug C,57.78,11.6,70.2,7.079,55.79,5.99,21.28,107.34,55.48,67.92,63.78,Mild Toxicity
lungs,Drug A,23.85,29.03,100.0,7.437,96.96,1.02,1.2,68.53,93.87,112.55,99.31,Normal
heart,Drug C,34.68,20.93,70.13,7.025,55.24,6.09,24.13,103.97,52.72,52.75,74.26,Severe Toxicity
heart,Drug A,17.28,3.81,96.42,7.413,100.0,1.17,2.08,76.1,93.23,101.86,96.34,Normal
kidney,Drug B,6.0,25.62,91.82,7.362,96.66,1.59,3.76,88.53,87.27,109.23,90.56,Normal
lungs,Drug B,58.76,7.52,91.51,7.312,85.47,2.42,6.63,76.36,88.51,104.59,87.46,Normal
heart,Drug B,43.66,23.25,81.1,7.141,75.06,4.46,14.52,104.17,65.13,69.18,76.44,Mild Toxicity
heart,Drug B,35.74,28.44,79.1,7.161,76.49,4.2,14.35,92.82,67.41,72.63,78.23,Mild Toxicity
kidney,Drug C,50.15,17.52,63.68,6.901,44.12,7.91,28.66,50.24,52.57,47.36,52.29,Severe Toxicity
kidney,Drug C,14.76,29.69,82.1,7.117,74.67,4.39,14.37,76.49,72.81,86.13,76.47,Mild Toxicity
liver,Drug C,58.95,16.26,59.54,6.848,44.21,8.21,30.82,51.08,39.07,34.99,53.73,Severe Toxicity
liver,Drug A,14.3,2.09,98.58,7.347,97.37,1.49,1.7,77.01,91.64,108.62,91.59,Normal
lungs,Drug A,43.18,12.77,96.59,7.421,98.6,1.01,1.61,70.29,92.09,108.54,85.82,Normal
liver,Drug A,44.96,35.85,99.39,7.402,99.91,0.96,2.48,69.2,94.85,118.67,89.37,Normal
kidney,Drug C,51.58,9.44,77.58,7.188,63.87,4.63,16.11,85.38,64.74,85.94,75.67,Mild Toxicity
heart,Drug C,8.23,13.67,95.25,7.336,91.17,1.87,4.8,81.13,86.72,100.0,85.01,Normal
liver,Drug A,28.21,22.82,95.02,7.398,99.53,1.34,0.6,67.19,90.47,94.91,88.29,Normal
lungs,Drug A,25.5,12.75,97.92,7.465,99.09,1.05,1.39,77.27,90.19,108.79,83.73,Normal
lungs,Drug B,2.61,32.77,95.19,7.374,98.23,1.31,2.94,88.57,85.64,109.34,95.39,Normal
heart,Drug B,50.24,9.97,84.87,7.307,89.17,2.31,8.14,88.53,82.4,84.19,88.6,Mild Toxicity
heart,Drug C,51.04,26.45,46.09,6.72,19.74,11.39,43.19,28.9,20.78,18.26,43.79,Severe Toxicity
liver,Drug B,54.94,24.55,73.17,7.097,62.74,5.11,18.08,95.1,65.32,51.55,78.56,Mild Toxicity
heart,Drug A,33.17,26.32,97.66,7.421,99.34,1.12,1.04,70.03,96.02,96.66,100.27,Normal
heart,Drug C,4.3,28.1,93.11,7.355,92.84,2.07,5.36,78.57,88.09,101.0,99.93,Normal
lungs,Drug C,11.54,4.55,96.56,7.41,93.9,1.5,2.88,79.73,91.04,111.86,96.81,Normal
liver,Drug A,51.27,25.24,99.05,7.409,95.86,0.83,1.85,69.82,85.47,106.2,87.34,Normal
liver,Drug A,38.74,12.69,99.22,7.457,100.0,1.14,1.84,64.52,95.77,96.52,100.68,Normal
liver,Drug A,54.87,8.53,97.21,7.389,92.7,0.95,1.18,76.4,90.68,113.94,95.65,Normal
liver,Drug C,48.88,4.2,86.86,7.275,85.56,3.04,7.89,80.72,85.53,87.44,91.27,Normal
liver,Drug C,30.47,13.13,83.75,7.172,75.18,4.26,13.46,88.27,69.64,84.02,87.73,Mild Toxicity
liver,Drug A,14.77,17.1,95.55,7.493,95.9,1.16,1.15,76.02,96.51,111.91,97.07,Normal
heart,Drug B,56.67,35.88,65.37,6.882,48.32,6.99,27.2,101.34,49.07,54.05,57.83,Severe Toxicity
liver,Drug C,19.02,33.59,74.02,7.076,60.49,5.96,20.59,98.01,53.06,81.56,81.56,Mild Toxicity
heart,Drug C,47.61,16.72,65.47,6.974,52.79,6.91,25.84,95.59,55.04,50.64,75.81,Severe Toxicity
liver,Drug B,43.43,15.56,85.79,7.298,80.13,3.33,10.07,89.05,86.09,85.57,81.53,Mild Toxicity
kidney,Drug C,58.56,8.23,78.74,7.18,70.17,4.92,15.85,96.56,63.84,71.8,83.05,Mild Toxicity
lungs,Drug A,30.36,30.43,97.11,7.432,96.0,1.12,1.83,90.28,87.95,108.87,96.79,Normal
liver,Drug B,59.66,21.63,75.91,7.127,67.14,5.06,18.13,101.34,66.13,64.24,80.84,Mild Toxicity
liver,Drug C,7.6,19.04,89.45,7.316,93.49,2.23,5.53,82.05,84.22,105.9,80.62,Normal
liver,Drug A,29.8,28.57,99.98,7.446,96.58,1.16,1.85,74.22,89.87,106.87,104.87,Normal
heart,Drug B,59.62,16.21,82.47,7.109,77.49,3.94,13.31,93.2,68.89,68.94,81.29,Mild Toxicity
liver,Drug A,15.4,18.43,99.31,7.351,100.0,1.25,2.11,66.06,89.39,108.6,96.19,Normal
heart,Drug B,12.15,4.68,95.55,7.363,94.95,1.05,3.68,68.63,91.49,95.18,108.36,Normal
lungs,Drug A,7.48,24.7,96.26,7.415,98.25,1.45,1.39,77.94,99.07,113.66,90.13,Normal
lungs,Drug B,19.42,21.68,90.4,7.309,89.43,2.59,6.74,74.42,84.1,90.68,85.67,Normal
lungs,Drug B,37.37,23.97,80.21,7.206,72.04,3.57,13.26,93.51,70.86,67.53,79.33,Mild Toxicity
lungs,Drug A,33.29,23.73,97.73,7.393,100.0,0.79,1.38,76.91,100.0,103.98,96.21,Normal
lungs,Drug C,11.27,7.66,94.4,7.3,94.48,1.82,3.91,83.33,89.54,114.63,99.07,Normal
liver,Drug C,8.74,4.01,94.94,7.389,94.17,1.37,2.65,70.53,88.73,97.9,92.83,Normal
heart,Drug C,24.74,24.78,72.73,7.017,60.77,5.58,21.12,97.5,58.34,62.15,72.11,Severe Toxicity
heart,Drug A,41.28,32.75,95.44,7.427,97.0,0.91,2.18,78.39,93.98,98.06,105.2,Normal
heart,Drug B,6.63,26.14,94.55,7.355,96.66,1.34,3.69,73.95,81.49,101.91,90.56,Normal
liver,Drug B,31.19,2.39,94.3,7.376,92.39,1.56,2.59,76.2,90.19,106.52,98.88,Normal
kidney,Drug C,43.36,8.55,84.9,7.255,79.85,3.84,13.0,96.61,81.67,79.65,66.58,Mild Toxicity
lungs,Drug B,2.87,19.66,95.92,7.392,92.08,1.28,2.07,67.53,85.59,95.11,97.9,Normal
kidney,Drug B,2.3,21.13,96.65,7.399,94.99,0.98,1.72,73.83,96.51,109.96,98.7,Normal
heart,Drug B,57.08,27.95,68.95,7.023,58.56,5.82,21.45,111.28,52.08,57.69,57.83,Severe Toxicity
heart,Drug A,44.41,22.64,96.41,7.344,100.0,1.07,1.52,72.5,94.2,100.83,106.98,Normal
kidney,Drug A,39.31,27.23,99.59,7.405,99.87,1.14,1.97,76.13,91.69,91.06,100.48,Normal
heart,Drug A,56.64,20.39,98.19,7.393,96.1,1.19,1.63,73.46,94.56,100.94,76.07,Normal
liver,Drug C,49.03,3.34,90.33,7.339,89.65,1.97,6.67,81.95,80.79,91.96,92.71,Normal
kidney,Drug C,37.74,2.98,88.46,7.397,90.78,1.66,4.52,75.23,83.88,103.51,79.38,Normal
liver,Drug C,6.44,6.01,95.32,7.361,95.53,1.21,2.6,70.94,88.14,119.01,95.04,Normal
liver,Drug C,28.48,32.29,61.79,6.886,41.82,8.11,29.86,46.15,43.39,40.72,63.34,Severe Toxicity
liver,Drug A,17.6,19.59,95.41,7.321,99.44,0.96,1.4,72.16,85.31,110.46,101.99,Normal
lungs,Drug C,25.56,29.0,66.92,6.963,56.54,6.76,24.62,97.49,53.37,63.64,58.23,Severe Toxicity
lungs,Drug A,10.57,15.87,98.78,7.405,96.15,0.89,1.21,64.4,93.46,107.45,90.64,Normal
liver,Drug A,46.03,30.86,95.94,7.374,97.57,1.18,0.9,68.66,87.33,112.01,104.94,Normal
kidney,Drug A,42.51,25.53,96.9,7.381,97.22,0.94,1.37,74.25,87.06,93.8,93.26,Normal
heart,Drug A,20.69,5.47,99.17,7.341,98.91,0.58,1.48,74.21,85.1,113.57,97.41,Normal
heart,Drug C,14.85,18.77,87.17,7.234,87.65,3.26,10.24,76.0,77.23,88.5,82.07,Mild Toxicity
lungs,Drug C,20.38,14.83,83.63,7.262,78.83,3.24,10.25,86.66,74.13,88.36,88.36,Mild Toxicity
lungs,Drug A,38.69,24.73,95.38,7.414,96.03,1.03,2.13,75.05,90.08,99.45,86.08,Normal
heart,Drug C,21.39,18.15,81.92,7.186,75.99,4.02,13.45,85.5,69.57,85.64,83.24,Mild Toxicity
lungs,Drug B,49.56,10.91,84.96,7.332,88.96,2.87,8.48,87.66,77.9,93.48,92.57,Mild Toxicity
heart,Drug A,11.39,29.24,96.81,7.377,96.21,0.82,0.55,70.62,93.55,116.05,96.08,Normal
liver,Drug C,37.6,10.0,83.71,7.179,78.63,4.11,12.76,88.96,69.46,87.62,88.11,Mild Toxicity
lungs,Drug B,3.0,2.66,98.75,7.369,98.84,0.93,1.8,76.22,92.7,113.86,94.64,Normal
kidney,Drug A,35.47,4.03,93.91,7.369,99.1,1.05,0.95,67.39,86.07,108.32,93.12,Normal
liver,Drug A,36.95,28.34,98.12,7.436,100.0,1.3,1.38,67.87,100.0,99.21,100.44,Normal
lungs,Drug C,52.3,4.47,87.67,7.273,83.63,2.5,8.57,82.16,77.17,95.76,86.79,Mild Toxicity
lungs,Drug B,55.36,32.95,67.16,6.927,47.1,7.19,24.38,108.88,50.68,51.29,60.47,Severe Toxicity
liver,Drug C,17.2,20.59,84.58,7.198,75.58,3.84,12.03,81.31,81.63,72.29,71.6,Mild Toxicity
lungs,Drug B,21.66,12.71,94.57,7.379,89.99,1.59,5.53,74.65,81.23,93.92,85.11,Normal
heart,Drug B,10.81,5.41,96.74,7.436,94.79,1.35,2.34,80.4,88.34,98.09,96.56,Normal
heart,Drug B,6.97,16.63,93.33,7.425,96.11,1.72,3.21,67.35,85.81,109.14,89.98,Normal
kidney,Drug A,25.08,31.31,93.74,7.384,94.42,0.84,1.62,77.95,86.52,108.05,98.69,Normal
liver,Drug A,56.22,33.26,96.06,7.4,99.19,1.09,0.84,68.79,91.6,110.65,82.82,Normal
liver,Drug B,7.09,18.06,96.38,7.389,90.57,1.69,3.22,82.3,84.48,110.31,96.02,Normal
kidney,Drug C,13.87,17.94,89.2,7.295,84.05,3.02,9.79,90.6,79.14,96.54,73.17,Mild Toxicity
kidney,Drug C,29.28,6.21,89.38,7.317,89.02,2.01,7.47,75.68,82.82,79.32,90.21,Normal
kidney,Drug C,49.26,21.36,55.26,6.88,33.83,8.88,33.93,48.25,38.07,34.67,54.32,Severe Toxicity
lungs,Drug C,53.35,4.59,90.26,7.248,83.06,3.05,9.01,79.53,77.54,82.51,82.71,Mild Toxicity
lungs,Drug A,40.13,32.91,97.26,7.419,97.52,1.29,1.11,65.27,88.74,108.24,100.65,Normal
lungs,Drug B,5.6,1.02,97.76,7.368,96.17,1.01,1.62,65.38,92.28,107.1,89.29,Normal
kidney,Drug C,43.2,6.08,84.82,7.244,85.41,2.87,9.18,73.88,80.77,106.62,96.96,Mild Toxicity
liver,Drug C,12.89,35.67,79.74,7.123,70.86,4.46,15.26,89.76,70.72,81.68,89.1,Mild Toxicity
liver,Drug C,44.15,35.6,35.46,6.6,5.34,12.0,50.07,27.38,8.0,8.0,39.05,Severe Toxicity
kidney,Drug B,52.35,13.52,82.83,7.251,81.46,2.77,10.27,81.87,83.44,92.6,74.31,Mild Toxicity
lungs,Drug C,49.94,13.15,67.99,7.069,61.81,5.86,21.59,94.67,60.76,70.58,67.1,Mild Toxicity
heart,Drug C,14.47,17.13,85.8,7.177,84.0,2.85,9.26,80.88,83.09,89.79,82.46,Mild Toxicity
liver,Drug A,22.62,8.84,96.62,7.424,97.23,1.17,1.43,78.5,92.9,113.7,96.03,Normal
kidney,Drug C,33.36,14.1,79.51,7.071,70.45,4.79,16.5,86.34,66.28,80.46,66.84,Mild Toxicity
heart,Drug B,12.41,16.01,94.92,7.345,89.6,1.52,3.7,75.07,88.77,100.26,82.35,Normal
liver,Drug A,5.47,5.14,93.0,7.441,98.27,1.08,2.1,80.43,89.76,111.48,89.84,Normal
kidney,Drug B,38.71,8.56,93.57,7.313,92.23,2.6,5.82,90.98,82.35,105.22,84.49,Normal
heart,Drug C,26.89,15.61,80.35,7.226,75.71,4.13,14.93,86.47,63.83,74.71,82.51,Mild Toxicity
liver,Drug C,8.89,34.32,84.16,7.278,79.73,3.52,10.77,90.28,81.9,104.56,71.12,Mild Toxicity
liver,Drug B,50.91,22.2,75.63,7.077,69.06,4.93,15.9,97.61,62.08,83.21,66.11,Mild Toxicity
heart,Drug C,8.51,30.38,88.23,7.277,83.88,2.97,9.62,86.11,81.87,91.49,78.59,Mild Toxicity
lungs,Drug B,35.45,32.05,79.76,7.082,69.26,4.49,16.23,92.05,72.24,76.54,71.7,Mild Toxicity
lungs,Drug C,56.3,9.41,73.65,7.137,69.34,4.91,18.09,102.69,68.97,77.51,66.6,Mild Toxicity
kidney,Drug A,42.86,10.99,95.6,7.365,95.36,1.18,1.58,77.39,89.68,105.06,87.93,Normal
liver,Drug C,5.24,10.9,94.45,7.357,92.36,1.69,2.7,77.15,83.75,104.59,92.23,Normal
liver,Drug C,25.92,25.35,70.55,7.027,57.56,5.72,21.44,95.48,55.36,69.78,72.08,Severe Toxicity
liver,Drug B,3.38,33.35,94.33,7.398,96.61,1.17,2.6,70.86,90.01,103.39,89.36,Normal
liver,Drug C,42.24,21.14,64.08,6.893,44.68,7.59,28.23,42.11,43.21,52.23,72.02,Severe Toxicity
heart,Drug A,12.07,8.61,98.16,7.455,96.65,1.06,1.68,73.73,89.09,113.36,96.25,Normal
liver,Drug B,49.95,31.64,70.56,7.005,60.15,5.61,21.19,105.94,57.86,63.07,76.03,Severe Toxicity
lungs,Drug B,49.36,10.46,88.53,7.289,81.79,2.77,7.84,74.78,80.0,79.44,82.74,Mild Toxicity
heart,Drug A,50.57,9.44,92.57,7.398,99.79,1.33,1.39,75.09,93.65,104.85,91.48,Normal
lungs,Drug B,18.31,15.76,94.04,7.329,92.79,1.9,4.92,74.44,89.21,91.53,85.1,Normal
lungs,Drug A,32.85,23.26,95.99,7.45,98.75,1.02,0.89,74.32,89.16,104.76,85.05,Normal
liver,Drug B,27.1,29.59,83.93,7.139,79.02,3.21,11.64,88.71,75.81,86.11,82.24,Mild Toxicity
heart,Drug B,51.44,32.35,70.44,6.968,55.83,6.35,22.25,103.24,54.96,49.79,72.43,Severe Toxicity
liver,Drug A,29.79,5.49,99.01,7.432,100.0,0.99,0.6,70.48,92.0,111.17,106.82,Normal
heart,Drug B,30.71,23.39,89.96,7.23,82.96,3.16,10.63,86.32,75.63,67.9,85.84,Mild Toxicity
lungs,Drug B,41.22,22.56,76.98,7.184,75.06,4.08,12.48,92.01,72.21,87.76,74.18,Mild Toxicity
lungs,Drug B,17.32,14.39,94.9,7.3,91.39,1.8,4.36,73.84,91.33,92.55,96.04,Normal
heart,Drug C,16.71,28.45,78.7,7.149,70.65,4.74,15.83,93.03,67.4,71.13,72.73,Mild Toxicity
lungs,Drug C,30.12,16.02,78.41,7.098,69.79,4.96,16.39,90.35,63.29,83.43,74.13,Mild Toxicity
heart,Drug C,49.51,1.69,94.4,7.345,92.0,1.48,3.49,79.75,86.69,100.15,91.05,Normal
lungs,Drug A,34.56,8.2,97.62,7.432,95.54,1.19,1.21,68.21,99.79,108.95,101.29,Normal
lungs,Drug B,29.63,16.3,90.44,7.24,84.52,2.37,7.6,77.25,76.01,97.75,82.61,Mild Toxicity
liver,Drug A,15.29,6.57,99.17,7.353,99.43,1.18,0.96,73.29,89.67,100.6,95.26,Normal
lungs,Drug B,21.2,15.34,90.94,7.406,90.55,1.87,5.6,72.56,90.94,103.7,97.59,Normal
heart,Drug B,41.53,24.2,82.44,7.078,73.19,4.18,14.52,89.72,73.03,82.9,82.56,Mild Toxicity
heart,Drug B,35.33,23.81,83.91,7.166,79.65,3.46,12.83,85.86,71.15,71.43,87.91,Mild Toxicity
heart,Drug B,17.31,1.02,97.96,7.36,96.44,1.1,1.77,68.98,94.09,102.85,85.63,Normal
kidney,Drug B,45.48,32.68,75.76,7.019,58.28,5.51,20.66,99.87,66.86,58.6,71.62,Severe Toxicity
kidney,Drug A,2.35,34.96,98.7,7.42,100.0,1.23,1.66,61.62,91.19,108.44,91.12,Normal
lungs,Drug A,55.35,8.26,94.08,7.373,96.56,1.09,1.31,77.66,92.54,107.17,94.47,Normal
kidney,Drug C,22.42,26.11,74.73,7.118,62.85,5.41,19.68,88.86,59.76,69.39,76.36,Mild Toxicity
kidney,Drug C,40.85,30.2,48.68,6.693,26.45,10.39,39.04,34.19,25.15,20.31,57.06,Severe Toxicity
kidney,Drug B,41.35,27.85,77.38,7.137,70.77,4.75,15.72,95.2,62.27,74.2,65.41,Mild Toxicity
kidney,Drug A,35.6,4.66,99.31,7.423,99.95,0.97,1.84,70.92,96.44,101.27,94.7,Normal
lungs,Drug B,22.8,5.78,95.54,7.348,95.28,1.77,2.96,81.52,89.63,107.37,100.92,Normal
lungs,Drug B,32.7,18.37,89.56,7.282,81.8,3.27,8.76,79.34,79.08,85.56,87.07,Mild Toxicity
lungs,Drug C,34.21,21.83,65.11,7.013,51.84,6.61,24.24,97.87,53.28,63.13,71.7,Severe Toxicity
heart,Drug B,14.62,14.79,93.42,7.349,89.26,1.63,4.05,80.16,88.1,101.54,87.77,Normal
lungs,Drug C,27.91,26.37,68.57,7.037,56.09,6.36,24.01,100.14,59.01,49.25,58.67,Severe Toxicity
liver,Drug A,47.29,17.58,99.24,7.404,96.76,0.95,1.34,72.79,92.29,115.32,83.95,Normal
kidney,Drug A,30.45,9.65,91.74,7.43,99.02,1.15,1.47,67.58,86.01,123.45,99.75,Normal
heart,Drug C,13.5,22.65,86.63,7.189,81.67,3.57,11.2,90.35,79.73,80.06,87.85,Mild Toxicity
lungs,Drug A,23.97,33.42,100.0,7.405,96.59,1.04,1.22,67.33,90.41,109.76,98.58,Normal
kidney,Drug A,7.23,3.84,98.56,7.431,98.23,1.5,1.77,68.16,91.32,111.15,83.97,Normal
kidney,Drug A,18.76,29.06,97.96,7.36,100.0,1.52,1.56,73.98,98.9,102.63,97.8,Normal
kidney,Drug B,52.91,28.22,72.71,7.024,58.45,5.52,19.72,105.9,60.66,61.64,71.25,Severe Toxicity
lungs,Drug B,39.53,33.2,75.33,7.11,65.7,5.02,17.59,98.81,71.77,66.55,73.06,Mild Toxicity
lungs,Drug A,49.29,9.25,92.91,7.392,94.42,0.89,1.81,70.69,89.18,106.25,97.0,Normal
heart,Drug C,19.79,5.3,95.39,7.306,90.36,1.76,4.09,75.4,90.53,104.38,88.16,Normal
heart,Drug C,24.61,26.64,73.23,7.025,58.87,6.03,21.21,94.69,58.32,75.93,77.14,Severe Toxicity
kidney,Drug B,26.74,13.01,90.71,7.303,86.98,2.05,6.43,70.69,88.08,100.46,97.38,Normal
kidney,Drug C,12.08,7.09,94.13,7.34,91.73,1.67,3.98,78.2,90.86,97.94,100.1,Normal
kidney,Drug A,46.88,19.82,97.11,7.411,97.92,1.11,1.54,68.78,95.5,95.66,83.94,Normal
lungs,Drug C,8.48,6.4,94.74,7.387,96.65,1.37,3.12,71.54,93.13,90.09,96.14,Normal
heart,Drug C,6.1,9.33,93.62,7.393,94.26,1.42,3.53,76.69,89.9,105.63,95.08,Normal
liver,Drug A,8.26,18.16,96.7,7.399,98.43,1.08,0.79,67.36,88.06,96.2,89.48,Normal
lungs,Drug B,10.37,27.41,92.51,7.349,94.04,1.86,5.1,76.85,90.12,113.13,84.66,Normal
lungs,Drug B,24.76,28.16,84.49,7.189,81.4,3.04,11.26,81.83,75.27,92.1,82.7,Mild Toxicity
kidney,Drug B,9.59,4.13,95.91,7.402,100.0,1.36,2.26,65.89,88.91,109.7,89.31,Normal
liver,Drug B,43.55,6.73,91.67,7.277,90.33,1.96,4.47,81.91,82.71,110.99,98.7,Normal
